FID,country_name,site_name,borehole_name,permafrost_zone,longitude,latitude,elevation,depth,geom_ref,data_start,data_end,responsible_person,responsible_person_name,id_orga
tsp.1654,Russia,Irkutsk,Erbogachen,Continuous,108.0167,61.2667,301.02,3.2,POINT (108.0167007 61.2667007),1954,1990,164,NSIDC User Services,81
tsp.1655,Russia,Krasnoyarsk,Krasnoyarsk expfield,No permafrost,92.8833,56,133.835,3.2,POINT (92.8833008 56),1916,1990,164,NSIDC User Services,81
tsp.1656,Russia,Krasnoyarsk,Minusinsk expfield,No permafrost,91.7,53.7,244.24,3.2,POINT (91.6999969 53.7000008),1916,1990,164,NSIDC User Services,81
tsp.1657,Russia,Krasnoyarsk,Eniseisk,No permafrost,92.15,58.45,78.018,3.2,POINT (92.1500015 58.4500008),1920,1990,164,NSIDC User Services,81
tsp.1658,Russia,Arkhangel\'sk,Onega,No permafrost,38.1167,63.9,9.701,3.2,POINT (38.1166992 63.9000015),1952,1990,164,NSIDC User Services,81
tsp.1659,Russia,Tomsk,Kolpashev,No permafrost,82.9,58.3,62.503,3.2,POINT (82.9000015 58.2999992),1934,1990,164,NSIDC User Services,81
tsp.1660,Russia,Tomsk,Tomsk,No permafrost,84.9667,56.4333,74,3.2,POINT (84.9666977 56.4333),1916,1990,164,NSIDC User Services,81
tsp.1661,Russia,Novosibirsk,Tatarsk,No permafrost,75.9667,55.2,105,3.2,POINT (75.9666977 55.2000008),1931,1990,164,NSIDC User Services,81
tsp.1662,Russia,Novosibirsk,Barabinsk,No permafrost,78.4,55.3667,113.092,3.2,POINT (78.4000015 55.3666992),1932,1990,164,NSIDC User Services,81
tsp.1663,Russia,Kemerovo,Taiga,No permafrost,87.6167,56.0667,166.04,3.2,POINT (87.6166992 56.0667),1930,1990,164,NSIDC User Services,81
tsp.1664,Russia,Kemerovo,Kiselevsk (Afonino),,86.65,54.0333,272.06,3.2,POINT (86.6500015 54.0332985),1935,1990,164,NSIDC User Services,81
tsp.1665,Russia,Novosibirsk,Slavgorod,No permafrost,78.65,53.9667,120.68,3.2,POINT (78.6500015 53.9667015),1930,1990,164,NSIDC User Services,81
tsp.1666,Russia,Altay,Rubtsovsk,No permafrost,81.2167,51.5,216.28,3.2,POINT (81.2166977 51.5),1932,1990,164,NSIDC User Services,81
tsp.1667,Russia,Altay,Barnaul,,83.7,53.3333,187.62,3.2,POINT (83.6999969 53.3333015),1900,1951,164,NSIDC User Services,81
tsp.1668,Russia,Buryat,Tunka,Continuous,102.5333,51.7333,714.9,3.2,POINT (102.5333023 51.7332993),1952,1990,164,NSIDC User Services,81
tsp.1669,Russia,Irkutsk,Shitkino,No permafrost,98.3667,56.3667,214.21,3.2,POINT (98.3666992 56.3666992),1951,1990,164,NSIDC User Services,81
tsp.1670,Russia,Tyumen,Tobolsk aerologicheskaya,No permafrost,68.1833,58.15,242.71,3.2,POINT (68.1832962 58.1500015),1957,1990,164,NSIDC User Services,81
tsp.1671,Russia,Buryat,Tashtyp,Continuous,99.8833,52.8,187.62,3.2,POINT (99.8833008 52.7999992),1931,1990,164,NSIDC User Services,81
tsp.1672,Russia,Komi,Syktyvkar 1,No permafrost,50.85,61.6667,102.932,3.2,POINT (50.8499985 61.6666985),1951,1990,164,NSIDC User Services,81
tsp.1673,Russia,Altay,Barnaul agricst,No permafrost,83.7,53.3333,523.08,3.2,POINT (83.6999969 53.3333015),1952,1990,164,NSIDC User Services,81
tsp.1674,Russia,Irkutsk,Bayandai,Isolated patches,105.5333,53.1,692.42,3.2,POINT (105.5333023 53.0999985),1913,1990,164,NSIDC User Services,81
tsp.1675,Russia,Komi,Ust-Unya,No permafrost,57.9167,61.8,292.4,3.2,POINT (57.9166985 61.7999992),1950,1990,164,NSIDC User Services,81
tsp.1676,Russia,Irkutsk,Karam,Sporadic,107.5,55.3333,645.93,3.2,POINT (107.5 55.3333015),1909,1990,164,NSIDC User Services,81
tsp.1677,Russia,Irkutsk,Zima railst,Isolated patches,102.05,53.9333,456.98,3.2,POINT (102.0500031 53.9333),1954,1990,164,NSIDC User Services,81
tsp.1678,Russia,Yamal-Nenets,Sidorovsk,Discontinuous,82.3333,66.6667,35.288,3.2,POINT (82.3332977 66.6667023),1964,1990,164,NSIDC User Services,81
tsp.1679,Russia,Komi,Syktyvkar 2,,50.85,61.6667,102.93,3.2,POINT (50.8499985 61.6666985),1931,1949,164,NSIDC User Services,81
tsp.1680,Russia,Tyumen,Komsomolskaya,No permafrost,69.1667,59,75.922,3.2,POINT (69.1667023 59),1963,1965,164,NSIDC User Services,81
tsp.1681,Russia,Krasnoyarsk,Kazachinskoe expfield,No permafrost,93.1833,57.75,131.79,3.2,POINT (93.1832962 57.75),1916,1990,164,NSIDC User Services,81
tsp.1682,Russia,Krasnoyarsk,Solyanka,No permafrost,95.2667,56.1667,40,3.2,POINT (95.2667007 56.1666985),1931,1990,164,NSIDC User Services,81
tsp.1683,Russia,Novosibirsk,Ogurtsovo,,83,55.0833,173.14,3.2,POINT (83 55.0833015),1958,1990,164,NSIDC User Services,81
tsp.1684,Russia,Tomsk,Srednii Vasyugan (Vasyuganskoe),No permafrost,78.2333,59.2167,65.548,3.2,POINT (78.2332993 59.2167015),1927,1990,164,NSIDC User Services,81
tsp.1685,Russia,Irkutsk,Khomutovo,No permafrost,104.333,52.5,453.337,3.2,POINT (104.3330002 52.5),1956,1990,164,NSIDC User Services,81
tsp.1686,Russia,Irkutsk,Tulun agro,Isolated patches,100.633,54.6,509.98,3.2,POINT (100.6330032 54.5999985),1951,1990,164,NSIDC User Services,81
tsp.1687,Russia,Amur,Tolstovka (Amurskaya agrexpst),No permafrost,127.916,50.1667,155.73,3.2,POINT (127.9160004 50.1666985),1951,1990,164,NSIDC User Services,81
tsp.1688,Russia,Khabarovsk,Khabarovsk,,135.166,48.5167,63.974,3.2,POINT (135.1660004 48.5167007),1913,1965,164,NSIDC User Services,81
tsp.1689,Russia,Khabarovsk,Vyazemskaya,No permafrost,134.8167,47.55,83.62,3.2,POINT (134.8166962 47.5499992),1941,1990,164,NSIDC User Services,81
tsp.1690,Russia,Khabarovsk,Poliny Osipenko,Sporadic,136.5,52.4167,69.922,3.2,POINT (136.5 52.4166985),1913,1990,164,NSIDC User Services,81
tsp.1691,Russia,Amur,Dambuki,Continuous,127.6333,54.3333,332.83,3.2,POINT (127.6333008 54.3333015),1912,1965,164,NSIDC User Services,81
tsp.1692,Russia,Amur,Pikan,Sporadic,127.2333,53.7167,224.65,3.2,POINT (127.2332993 53.7167015),1915,1965,164,NSIDC User Services,81
tsp.1693,Russia,Khabarovsk,Komsomolsk-na-Amure,Sporadic,137.0333,51.0833,39.755,3.2,POINT (137.0332947 51.0833015),1935,1990,164,NSIDC User Services,81
tsp.1694,Russia,Khabarovsk,Bikin,No permafrost,134.2667,46.8,64.369,3.2,POINT (134.2666931 46.7999992),1913,1990,164,NSIDC User Services,81
tsp.1695,Russia,Irkutsk,Irkutsk obs (bare soil),Sporadic,104.3,52.2833,334.23,3.2,POINT (104.3000031 52.2832985),1891,1970,164,NSIDC User Services,81
tsp.1696,Russia,Amur,Bomnak,Discontinuous,128.9333,54.7167,436,3.2,POINT (128.9333038 54.7167015),1909,1990,164,NSIDC User Services,81
tsp.1697,Russia,Kurgan,Makushino,No permafrost,67.3,55.25,134.48,3.2,POINT (67.3000031 55.25),1930,1990,164,NSIDC User Services,81
tsp.1698,Russia,Komi,Troitsko-Pechorskoe,No permafrost,56.2,62.7,107,3.2,POINT (56.2000008 62.7000008),1953,1990,164,NSIDC User Services,81
tsp.1699,Russia,Komi,Ust-Tsilma,No permafrost,52.1667,65.45,161.46,3.2,POINT (52.1666985 65.4499969),1951,1990,164,NSIDC User Services,81
tsp.1700,Russia,Arkhangel\'sk,Konosha,No permafrost,40.1667,61,218.85,3.2,POINT (40.1666985 61),1951,1990,164,NSIDC User Services,81
tsp.1701,Russia,Vorkuta,Khoseda-Khard,Discontinuous,59.3833,67.0833,135.41,3.2,POINT (59.3833008 67.0832977),1953,1990,164,NSIDC User Services,81
tsp.1702,Russia,Khakass,Khakasskaya,,91.3333,53.8333,256.23,3.2,POINT (91.3332977 53.8333015),1940,1990,164,NSIDC User Services,81
tsp.1703,Russia,Tuva,Kyzyl,,94.5,51.6667,697.38,3.2,POINT (94.5 51.6666985),1951,1990,164,NSIDC User Services,81
tsp.1704,Russia,Krasnoyarsk,Boguchany,Isolated patches,97.4,58.4167,133.912,3.2,POINT (97.4000015 58.4166985),1952,1990,164,NSIDC User Services,81
tsp.1705,Russia,Altay,Rodino,No permafrost,80.2,52.5,12.577,3.2,POINT (80.1999969 52.5),1950,1990,164,NSIDC User Services,81
tsp.1706,Russia,Khabarovsk,Sovetskaya Gavan,No permafrost,140.2833,48.9667,54.024,3.2,POINT (140.2832947 48.9667015),1936,1965,164,NSIDC User Services,81
tsp.1707,Russia,Gorno-Altay,Kosh-Agach,Discontinuous,88.6833,50.0167,763.76,3.2,POINT (88.6832962 50.0167007),1935,1990,164,NSIDC User Services,81
tsp.1708,Russia,Chukotka,Dionisiy-22,Continuous,177.4185,64.5926,45.065,20,POINT (177.4185 64.59263),1987,2016,81,Mikail Zheleznyak,45
tsp.1710,Russia,Chukotka,Dionisiy-111(2),Continuous,177.3997,64.6033,45.8005,20,POINT (177.39974 64.60325),1987,2017,81,Mikail Zheleznyak,45
tsp.1711,Switzerland,Jungfraujoch,JFJ_0195,Mountain,7.9732,46.5461,3599.8894,21,POINT (7.973192 46.54611),2009,2015,13,Marcia Phillips,2
tsp.1712,Switzerland,Lapires,LAP_1108,Mountain,7.2847,46.1062,2500,40,POINT (7.284724 46.106225),2009,2015,94,Reynald Delaloye,51
tsp.1713,Switzerland,Lapires,LAP_1208,Mountain,7.2838,46.1056,2535,35,POINT (7.283808 46.105639),2009,2015,94,Reynald Delaloye,51
tsp.1714,Switzerland,Muragl,MUR_0299,Mountain,9.9273,46.5072,2538.5,64,POINT (9.927338 46.507228),2000,2014,95,Sarah Springman,50
tsp.1715,Switzerland,Muragl,MUR_0499,Mountain,9.9277,46.5072,2549.2,71,POINT (9.927703 46.507229),2000,2014,95,Sarah Springman,50
tsp.1716,Antarctica,Palmer,Amsler,Discontinuous,-64.0743,-64.7615,67,14,POINT (-64.07425 -64.761533),,,29,Gonçalo Vieira,15
tsp.1717,Antarctica,Cierva Cove,Cierva Cove - Main,Discontinuous,-60.9509,-64.162,187,15,POINT (-60.950933 -64.16195),,,29,Gonçalo Vieira,15
tsp.1718,Antarctica,Deception Island,Refugio Chileno,Discontinuous,-60.6003,-62.9447,10.2521,1.5,POINT (-60.600282 -62.94465),,,29,Gonçalo Vieira,15
tsp.1719,Antarctica,Deception Island,Base Argentina - Abanico,Discontinuous,-60.7012,-62.9801,10,1.5,POINT (-60.701225 -62.980052),,,29,Gonçalo Vieira,15
tsp.1720,Spain,Sierra Nevada,Albergue,Mountain,-3.2311,37.0542,2510,0.8,POINT (-3.2311 37.0542),,,89,Ferran Salvador-Franch,47
tsp.1721,Russia,Tiksi,Buor Khaya,Continuous,132.1106,71.4203,25,18,POINT (132.11056 71.42028),,,85,Paul Overduin,42
tsp.1722,Spain,Sierra Nevada,San Juan,Mountain,-3.22,37.04,2864,1,POINT (-3.22 37.04),,,178,Marc Olivia,47
tsp.1723,Spain,Sierra Nevada,Rio Seco,Mountain,-3.21,37.01,3005,1,POINT (-3.21 37.01),,,178,Marc Olivia,47
tsp.1724,Canada,Yukon,"Palsa 9, Wolf Creek",Sporadic,-135.2192,60.5008,1242,4.75,POINT (-135.219177 60.50082),,,41,Antoni Lewkowicz,25
tsp.1725,Canada,Yukon,"Palsa 12, Wolf Creek",Sporadic,-135.2176,60.5014,1242,5.9,POINT (-135.217562 60.501446),,,41,Antoni Lewkowicz,25
tsp.1726,Canada,Yukon,"Palsa, Beaver Creek",Sporadic,-140.8611,62.4978,619,7.5,POINT (-140.861102 62.497819),,,41,Antoni Lewkowicz,25
tsp.1727,Spain,Pyrenees,Calmquerdos,Mountain,1.4634,42.2858,2730,0.5,POINT (1.4634 42.2858),,,89,Ferran Salvador-Franch,47
tsp.1728,Canada,Yukon,Mt Granger,Sporadic,-135.2556,60.5359,2083,1.6,POINT (-135.255604 60.535867),,,41,Antoni Lewkowicz,25
tsp.1729,Canada,Yukon,MP788,Sporadic,-132.3682,60.0911,772,3.75,POINT (-132.368198 60.091123),,,41,Antoni Lewkowicz,25
tsp.1730,Canada,Yukon,MP681,Sporadic,-132.8995,60.1882,848,5.14,POINT (-132.89951 60.18825),,,41,Antoni Lewkowicz,25
tsp.1731,Spain,Sierra Nevada,Collado Machos,Mountain,-3.2135,37.0323,3297,0.5,POINT (-3.2135 37.0323),,,89,Ferran Salvador-Franch,47
tsp.1732,Canada,Yukon,MP178,Sporadic,-122.8655,57.4256,1115,6,POINT (-122.865455 57.425574),,,41,Antoni Lewkowicz,25
tsp.1733,Spain,Pyrenees,La Feixa,Mountain,1.4906,42.2735,2160,0.5,POINT (1.4906 42.2735),,,89,Ferran Salvador-Franch,47
tsp.1734,Spain,Pyrenees,Malniu,Mountain,1.4643,42.2757,2230,0.5,POINT (1.4643 42.2757),,,89,Ferran Salvador-Franch,47
tsp.1735,Switzerland,Mont Fort,Mont Fort 01-14,Mountain,7.3184,46.0804,3310,20,POINT (7.3184 46.0804),,,93,Christophe Lambiel,49
tsp.1736,Antarctica,Progress station,"Larseman Hills, LARSBUR6",Unknown,76.3757,-69.3869,46,15,POINT (76.37567 -69.386948),,,31,Andrey Abramov,14
tsp.1737,Antarctica,Byers Peninsula - Livingston Island,"Byers Peninsula, Escondido. Livingston Island",Unknown,-61.0601,-62.6298,92,0.8,POINT (-61.06013 -62.62981),,,178,Marc Olivia,47
tsp.1738,Antarctica,Byers Peninsula - Livingston Island,"Byers Peninsula, Cerro Negro. Livingston Island",Unknown,-61.0555,-62.6499,100,0.8,POINT (-61.05555 -62.64992),,,178,Marc Olivia,47
tsp.1739,Antarctica,Byers Peninsula - Livingston Island,"Byers Peninsula, Domo. Livingston Island",,-60.9758,-62.6215,45,0.8,POINT (-60.97582 -62.62153),,,178,Marc Olivia,47
tsp.1740,Canada,Stone Mountains,MP-178,Sporadic,-122.8659,57.4256,1113,1.5,POINT (-122.8659 57.4256),,,39,Sharon Smith,8
tsp.1741,Canada,Yukon,MP-681.1,Discontinuous,-129.8989,60.1887,847,1.5,POINT (-129.8989 60.1887),,,39,Sharon Smith,8
tsp.1742,Canada,Yukon,MP-825.2,Discontinuous,-133.1084,60.37,721.8356,4,POINT (-133.1084 60.37),,,39,Sharon Smith,8
tsp.1743,Canada,Yukon,03TC1,Discontinuous,-133.7943,68.4151,3,6,POINT (-133.7943 68.41508),,,39,Sharon Smith,8
tsp.1744,Canada,Yukon,01TC1,Continuous,-133.762,68.4009,18.9364,8,POINT (-133.762 68.4009),,,39,Sharon Smith,8
tsp.1745,Canada,Yukon,01TC2,Continuous,-133.4355,68.316,95,10,POINT (-133.4355 68.316),,,39,Sharon Smith,8
tsp.1746,Canada,Yukon,99TC3,Discontinuous,-121.3438,61.657,181.9496,4,POINT (-121.3438 61.657),,,39,Sharon Smith,8
tsp.1747,Canada,Mackenzie River,99TC4,Discontinuous,-122.6032,62.2753,280.6835,2.9,POINT (-122.6032 62.27526),,,39,Sharon Smith,8
tsp.1748,Russia,Novyi Urengoy,Urengoy 15-03,Continuous,76.6922,67.474,7,10,POINT (76.6922 67.474),,,75,Dmitry S. Drozdov,43
tsp.1749,Canada,Yukon,AH2013-T1,Sporadic,-137.2782,60.8402,680,5,POINT (-137.2782222 60.84016667),,,39,Sharon Smith,8
tsp.1750,Canada,Yukon,AH2013-T2,Sporadic,-138.7625,61.2321,849.9309,9.7,POINT (-138.7624722 61.23213889),,,39,Sharon Smith,8
tsp.1751,Canada,Yukon,AH2013-T3,Sporadic,-138.8469,61.273,822,1.9,POINT (-138.8468611 61.27302778),,,39,Sharon Smith,8
tsp.1752,Canada,Yukon,AH2013-T4,Sporadic,-139.4683,61.5952,761,4.4,POINT (-139.4683056 61.59522222),,,39,Sharon Smith,8
tsp.1753,Canada,Yukon,AH2013-T5,Sporadic,-139.4773,61.5977,765,5,POINT (-139.4773333 61.59766667),,,39,Sharon Smith,8
tsp.1754,Canada,Yukon,AH2013-T6,Sporadic,-140.4516,61.9697,704.5073,3.8,POINT (-140.4516389 61.96966667),,,39,Sharon Smith,8
tsp.1755,Canada,Yukon,AH2013-T7,Sporadic,-140.8329,62.3402,701,6,POINT (-140.8328611 62.34025),,,39,Sharon Smith,8
tsp.1756,Canada,Yukon,AH2013-T8,Sporadic,-140.9744,62.5543,595,9.9,POINT (-140.9744444 62.55427778),,,39,Sharon Smith,8
tsp.1757,Canada,Yukon,R1 (AK highway),Sporadic,-135.9449,60.799,681,6.5,POINT (-135.9449 60.799),,,39,Sharon Smith,8
tsp.1758,Canada,Yukon,R2 (AK highway),Sporadic,-137.8739,60.9124,862.3191,8.8,POINT (-137.8739 60.9124),,,39,Sharon Smith,8
tsp.1759,Canada,Yukon,R3 (AK highway),Sporadic,-138.7805,61.2366,853,6.6,POINT (-138.7805 61.2366),,,39,Sharon Smith,8
tsp.1760,Canada,Yukon,R5 (AK highway),Sporadic,-138.8403,61.2662,831.886,8,POINT (-138.8403 61.2662),,,39,Sharon Smith,8
tsp.1761,Canada,Yukon,R6 (AK highway),Sporadic,-139.3233,61.5052,790,5.2,POINT (-139.3233 61.5052),,,39,Sharon Smith,8
tsp.1762,Canada,Yukon,R7 (AK highway),Sporadic,-139.8403,61.7145,787.2441,4.5,POINT (-139.8403 61.7145),,,39,Sharon Smith,8
tsp.1763,Canada,Yukon,R8 (AK highway),Sporadic,-140.7674,62.2905,759.537,7.2,POINT (-140.7674 62.2905),,,39,Sharon Smith,8
tsp.1764,Canada,Yukon,H1 (AK highway),Sporadic,-139.8428,61.715,783.5341,1.8,POINT (-139.8428 61.715),,,39,Sharon Smith,8
tsp.1765,Canada,Yukon,H2 (AK highway),Sporadic,-139.73,61.6744,701,2,POINT (-139.73 61.6744),,,39,Sharon Smith,8
tsp.1766,Canada,Yukon,H3 (AK highway),Sporadic,-139.4628,61.5936,758,2.4,POINT (-139.4628 61.5936),,,39,Sharon Smith,8
tsp.1767,Canada,Mackenzie Delta,Big Lake 1,Continuous,-134.963,69.3885,10.3369,10,POINT (-134.9629908 69.388472),,,39,Sharon Smith,8
tsp.1768,Canada,Mackenzie Delta,Big Lake 2,Continuous,-134.9703,69.3876,7.3622,10,POINT (-134.9702716 69.387604),,,39,Sharon Smith,8
tsp.1769,Canada,Eureka,Eureka EUK 4,Continuous,-85.9,79.9964,46.8926,10,POINT (-85.9 79.99638889),2009,2014,39,Sharon Smith,8
tsp.1770,United States,Fairbanks,UAF campus,Discontinuous,-147.8438,64.8641,164.8505,9,POINT (-147.84381 64.864103),,,79,Alexander L. Kholodov,5
tsp.1771,United States,Fairbanks,11 mile,Discontinuous,-148.9155,65.5622,332.7963,11,POINT (-148.915544 65.562234),,,79,Alexander L. Kholodov,5
tsp.1772,Russia,Cherskii,1_12,Continuous,161.3838,68.7448,67.3082,15,POINT (161.383834 68.744825),,,79,Alexander L. Kholodov,5
tsp.1773,Russia,Cherskii,2_12,Continuous,161.4993,68.5133,3.4037,13,POINT (161.499304 68.513267),,,79,Alexander L. Kholodov,5
tsp.1774,Russia,Cherskii,1_13,Continuous,161.4935,68.5116,7.3899,15,POINT (161.493507 68.511583),,,79,Alexander L. Kholodov,5
tsp.1775,Russia,Cherskii,2_13,Continuous,161.3881,68.7462,67.6936,15,POINT (161.388074 68.746207),,,79,Alexander L. Kholodov,5
tsp.1776,Russia,Cherskii,3_13,Continuous,161.3498,68.6134,4.5089,22,POINT (161.349778 68.613395),,,79,Alexander L. Kholodov,5
tsp.1777,Russia,Vaskiny Dachy,CALM_10_m,Continuous,68.8913,70.2811,54,10,POINT (68.89133333 70.2811111),,,124,Artem Khomutov,43
tsp.1778,Russia,Vaskiny Dachy,AGG2,Continuous,68.93,70.2929,54,0.8,POINT (68.93 70.292944),,,124,Artem Khomutov,43
tsp.1779,China,Qinghai,K445,Mountain,98.5542,34.9658,4282,20,POINT (98.55425 34.965806),,,179,Dongliang Luo,24
tsp.1780,China,Qinghai,QSH-1,Mountain,97.1515,33.7821,4413,42,POINT (97.1515 33.7821),,,179,Dongliang Luo,24
tsp.1781,China,Qinghai,QSH-3,Mountain,97.1653,33.74,4403,40,POINT (97.1653 33.74),,,179,Dongliang Luo,24
tsp.1782,China,Qinghai,QSH-2,Mountain,97.1653,33.74,4396,24,POINT (97.165333 33.740017),,,179,Dongliang Luo,24
tsp.1783,China,Qinghai,K634-1,Mountain,97.3798,33.9781,4530.1948,20,POINT (97.379783 33.9781),,,179,Dongliang Luo,24
tsp.1784,China,Qinghai,K634-2,Mountain,97.3846,33.9795,4536.938,20,POINT (97.38455 33.979533),,,179,Dongliang Luo,24
tsp.1785,China,Qinghai,CLQ-1,Mountain,97.5638,34.0426,4634.0649,20,POINT (97.563833 34.042633),,,179,Dongliang Luo,24
tsp.1786,China,Qinghai,CLQ-2,Mountain,97.5676,34.0359,4614.6235,20,POINT (97.567592 34.035869),,,179,Dongliang Luo,24
tsp.1787,China,Qinghai,BSKN,Mountain,97.6452,34.1065,4744,20,POINT (97.645233 34.1065),,,179,Dongliang Luo,24
tsp.1788,China,Qinghai,BSK,Mountain,97.6551,34.1287,4833,30,POINT (97.655117 34.128733),,,179,Dongliang Luo,24
tsp.1789,China,Qinghai,MDB,Mountain,98.5542,34.9658,4282,20,POINT (98.55425 34.965806),,,179,Dongliang Luo,24
tsp.1790,China,Qinghai,CLP-1,Mountain,97.8479,34.2579,4712.7432,20,POINT (97.847933 34.257933),,,179,Dongliang Luo,24
tsp.1791,China,Qinghai,CLP-2,Mountain,97.8496,34.2563,4719.5254,100,POINT (97.849586 34.256286),,,179,Dongliang Luo,24
tsp.1792,China,Qinghai,XXH-1,Sporadic,98.0346,34.6473,4221,20,POINT (98.0346 34.647317),,,179,Dongliang Luo,24
tsp.1793,China,Qinghai,CLP-3,Mountain,97.8667,34.2706,4666.2266,20,POINT (97.866667 34.270639),,,179,Dongliang Luo,24
tsp.1794,China,Qinghai,YNG-3,Mountain,97.9747,34.4962,4324,29,POINT (97.974667 34.49622),,,179,Dongliang Luo,24
tsp.1795,China,Qinghai,CLP-4,Mountain,97.9037,34.3148,4564,20,POINT (97.903667 34.3148),,,179,Dongliang Luo,24
tsp.1796,China,Qinghai,YNG-2,Mountain,97.9396,34.4403,4395,20,POINT (97.939611 34.440333),,,75,Dmitry S. Drozdov,43
tsp.1797,China,Qinghai,YNG-1,Mountain,97.9546,34.4013,4446.7764,20,POINT (97.954639 34.401306),,,179,Dongliang Luo,24
tsp.1798,Germany,Zugspitze,Zugspitze tunnel,Mountain,10.9802,47.4186,2785,50,POINT (10.980181 47.418644),,,162,Michael Krautblatter,
tsp.1799,Antarctica,Deception Island,Crater Lake 4. Deception Island,Continuous,-60.6667,-62.9833,70.7674,2.7,POINT (-60.66667 -62.98333),,,28,Miguel Ramos,13
tsp.1800,Canada,Quebec,AKUL162,Continuous,-78.155,60.8174,6.7292,5,POINT (-78.15498 60.81738),,,40,Michel Allard,23
tsp.1801,France,Cime Caron,Cime Caron,Mountain,6.5601,45.2634,3195,10,POINT (6.56008461 45.26340722),2014,2016,174,Florence Magnin,83
tsp.1802,United States,Buckland,Kugurak Cabin Tundra,Continuous,-159.0034,66.5621,7.0938,1.5,POINT (-159.003357 66.562135),,,10,Vladimir E. Romanovsky,5
tsp.1803,United States,Kougarok,Pilgrim Hot Springs,Continuous,-164.8952,65.0854,10.7089,3,POINT (-164.895231 65.085409),,,10,Vladimir E. Romanovsky,5
tsp.1804,United States,Buckland,Selawik Thaw Slump Tussock Meadow,Continuous,-157.6074,66.5012,150.9413,3,POINT (-157.60744 66.501157),,,10,Vladimir E. Romanovsky,5
tsp.1805,United States,Ivotuk,Ivotuk 4 Moss,Continuous,-155.7437,68.4803,582.5366,1,POINT (-155.743743 68.480261),,,10,Vladimir E. Romanovsky,5
tsp.1806,Canada,Pond Inlet,Bylot Polygones bombés (BPB),Continuous,-79.9855,73.1563,31.9253,3,POINT (-79.9855 73.15633),,,40,Michel Allard,23
tsp.1807,Canada,Iqaluit,IQA-DDH-02-TC (IQAV2TC),Continuous,-68.5464,63.7542,29.89,16,POINT (-68.54641 63.75422),,,40,Michel Allard,23
tsp.1808,Canada,Iqaluit,IQA-DDH-03-TC (IQAV3TC),Continuous,-68.5218,63.747,66.5268,14.97,POINT (-68.52181 63.74699),,,40,Michel Allard,23
tsp.1809,Canada,Iqaluit,IQA-DDH-04-TC (IQAV4TC),Continuous,-68.5517,63.7479,66.5268,3.5,POINT (-68.55169 63.74789),,,40,Michel Allard,23
tsp.1810,Canada,Quebec,"Kangiqsualujjuaq, Creep site (KANGCRE)",Continuous,-65.9385,58.6944,9.222,20,POINT (-65.93853 58.69442),,,40,Michel Allard,23
tsp.1811,Canada,Nunavut,PANG-DDH-01_TC (PAN01TC),Continuous,-65.6881,66.1505,2.2126,16.5,POINT (-65.68809 66.1505),,,40,Michel Allard,23
tsp.1812,Canada,Nunavut,PANG-DDH-02-TC (PAN02TC),Continuous,-65.6707,66.1552,6.063,16.5,POINT (-65.67072 66.15515),,,40,Michel Allard,23
tsp.1813,Canada,Quebec,"Puvirnituq, Réference (PUVIREF)",Continuous,-77.287,60.0567,21,3.75,POINT (-77.28697 60.0567),,,40,Michel Allard,23
tsp.1814,Canada,Quebec,Blanc- Sablon (BLSB267),Sporadic,-57.1535,51.4999,60.1633,10,POINT (-57.15352 51.49993),,,40,Michel Allard,23
tsp.1815,Canada,Quebec,"Grands-Jardins, Lac des Cygnes (LACYGNE)",Mountain,-70.6025,47.6808,949.2644,2.6,POINT (-70.6025 47.68084),,,40,Michel Allard,23
tsp.1816,Canada,Quebec,Kuujjuarapik (KJRAPIK),Sporadic,-77.7463,55.2764,18.2916,0.6,POINT (-77.74625 55.27644),,,40,Michel Allard,23
tsp.1817,Canada,Quebec,Lac Bush,Continuous,-75.9106,57.9557,180.2057,1,POINT (-75.91058 57.95569),,,40,Michel Allard,23
tsp.1818,Canada,Quebec,"Rivière Boniface, Forêt (BONFORE)",Continuous,-76.0845,57.7282,136.5012,1.5,POINT (-76.08452 57.72818),,,40,Michel Allard,23
tsp.1819,Canada,Quebec,"Rivière Boniface, Forêt - Station SILA (BONFSIL)",Continuous,-76.087,57.7269,132.4252,0.2,POINT (-76.08697 57.72686),,,40,Michel Allard,23
tsp.1820,Canada,Quebec,"Rivière Boniface, Toundra - Station SILA (BONTSIL)",Continuous,-76.0786,57.7313,130.7482,1,POINT (-76.07858 57.73131),,,40,Michel Allard,23
tsp.1821,Canada,Quebec,Salluit SILA (SALTSIL),Continuous,-75.6359,62.1921,46.9592,9,POINT (-75.63592 62.1921),,,40,Michel Allard,23
tsp.1822,Canada,Quebec,Bylot Lac aux Goélands (BYLGOEL),Continuous,-80.004,73.1505,24.2443,0.3,POINT (-80.00403 73.15047),,,40,Michel Allard,23
tsp.1823,Canada,Ellesmere Island,Ellesmere Ward Hunt B (WARDHIB),Continuous,-74.1328,83.0914,2.768,2.2,POINT (-74.13278 83.09139),,,40,Michel Allard,23
tsp.1824,Canada,Ellesmere Island,Ellesmere Lac A (ELLLACA),Continuous,-75.3896,83.0023,19.5684,0.2,POINT (-75.38961 83.00228),,,40,Michel Allard,23
tsp.1825,Canada,Nunavut,PANG-SDH-06-TC (PAN06TC),Continuous,-65.7071,66.1447,18.7947,3.17,POINT (-65.70708 66.14468),,,40,Michel Allard,23
